text,joy,sadness,anger,love,thankfulness,fear
"she screamed, Why don't you do as I tell you?",0.405,0.596,0.069,0.096,0.242,0.046
"Peter felt that she was calling him names, and at a venture he retorted hotly:",0.654,0.612,0.689,0.267,0.990,0.009
So are you!,0.781,0.695,0.188,0.236,0.711,0.128
Then rather curiously they both snapped out the same remark:,0.596,0.886,0.286,0.485,0.854,0.249
"Nevertheless the bird was determined to save him if she could, and by one last mighty effort she propelled the nest against the rock.",0.075,0.516,0.985,0.969,0.773,0.300
"Then up she flew; deserting her eggs, so as to make her meaning clear.",0.177,0.807,0.569,0.403,0.296,0.083
"Then at last he understood, and clutched the nest and waved his thanks to the bird as she fluttered overhead.",0.330,0.798,0.904,0.364,0.983,0.033
"It was not to receive his thanks, however, that she hung there in the sky; it was not even to watch him get into the nest; it was to see what he did with her eggs.",0.698,0.516,0.997,0.791,0.971,0.067
"There were two large white eggs, and Peter lifted them up and reflected.",0.697,0.284,0.502,0.271,0.964,0.093
"The bird covered her face with her wings, so as not to see the last of them; but she could not help peeping between the feathers.",0.232,0.875,0.102,0.863,0.257,0.149
"I forget whether I have told you that there was a stave on the rock, driven into it by some buccaneers of long ago to mark the site of buried treasure.",0.339,0.297,0.604,0.880,0.814,0.200
"The children had discovered the glittering hoard, and when in a mischievous mood used to fling showers of moidores, diamonds, pearls and pieces of eight to the gulls, who pounced upon them for food, and then flew away, raging at the scurvy trick that had been played upon them.",0.869,0.088,0.954,0.658,0.945,0.087
"The stave was still there, and on it Starkey had hung his hat, a deep tarpaulin, watertight, with a broad brim.",0.166,0.485,0.948,0.814,0.847,0.257
Peter put the eggs into this hat and set it on the lagoon.,0.736,0.025,0.814,0.510,0.714,0.312
It floated beautifully.,0.045,0.213,0.029,0.315,0.157,0.457
"The Never bird saw at once what he was up to, and screamed her admiration of him; and, alas, Peter crowed his agreement with her.",0.630,0.092,0.553,0.121,0.994,0.018
"Then he got into the nest, reared the stave in it as a mast, and hung up his shirt for a sail.",0.739,0.814,0.989,0.444,0.884,0.076
At the same moment the bird fluttered down upon the hat and once more sat snugly on her eggs.,0.202,0.661,0.233,0.662,0.975,0.020
"She drifted in one direction, and he was borne off in another, both cheering.",0.362,0.503,0.267,0.568,0.953,0.133
Of course when Peter landed he beached his barque in a place where the bird would easily find it; but the hat was such a great success that she abandoned the nest.,0.298,0.578,0.965,0.756,0.886,0.158
"It drifted about till it went to pieces, and often Starkey came to the shore of the lagoon, and with many bitter feelings watched the bird sitting on his hat.",0.209,0.817,0.385,0.934,0.336,0.396
"As we shall not see her again, it may be worth mentioning here that all Never birds now build in that shape of nest, with a broad brim on which the youngsters take an airing.",0.116,0.759,0.963,0.346,0.315,0.349
"Great were the rejoicings when Peter reached the home under the ground almost as soon as Wendy, who had been carried hither and thither by the kite.",0.733,0.358,0.671,0.866,0.852,0.306
Every boy had adventures to tell; but perhaps the biggest adventure of all was that they were several hours late for bed.,0.061,0.027,0.795,0.496,0.977,0.246
"This so inflated them that they did various dodgy things to get staying up still longer, such as demanding bandages; but Wendy, though glorying in having them all home again safe and sound, was scandalised by the lateness of the hour, and cried, To bed, to bed, in a voice that had to be obeyed.",0.525,0.292,0.201,0.907,0.929,0.328
"Next day, however, she was awfully tender, and gave out bandages to every one, and they played till bed-time at limping about and carrying their arms in slings.",0.850,0.860,0.844,0.922,0.991,0.076
One important result of the brush on the lagoon was that it made the redskins their friends.,0.350,0.381,0.873,0.664,0.936,0.313
"Peter had saved Tiger Lily from a dreadful fate, and now there was nothing she and her braves would not do for him.",0.061,0.497,0.883,0.556,0.799,0.143
"All night they sat above, keeping watch over the home under the ground and awaiting the big attack by the pirates which obviously could not be much longer delayed.",0.205,0.738,0.796,0.945,0.878,0.133
"Even by day they hung about, smoking the pipe of peace, and looking almost as if they wanted tit-bits to eat.",0.301,0.638,0.886,0.690,0.060,0.083
"They called Peter the Great White Father, prostrating themselves before him; and he liked this tremendously, so that it was not really good for him.",0.099,0.170,0.831,0.266,0.889,0.095
"The great white father, he would say to them in a very lordly manner, as they grovelled at his feet, is glad to see the Piccaninny warriors protecting his wigwam from the pirates.",0.695,0.717,0.889,0.859,0.982,0.056
"Me Tiger Lily, that lovely creature would reply.",0.051,0.117,0.211,0.476,0.040,0.812
"Peter Pan save me, me his velly nice friend.",0.743,0.924,0.942,0.362,0.150,0.419
let pirates hurt him.,0.603,0.934,0.058,0.687,0.162,0.427
"She was far too pretty to cringe in this way, but Peter thought it his due, and he would answer condescendingly, It is good.",0.168,0.408,0.835,0.939,0.951,0.159
Peter Pan has spoken.,0.427,0.029,0.436,0.049,0.577,0.348
"Always when he said, Peter Pan has spoken, it meant that they must now shut up, and they accepted it humbly in that spirit; but they were by no means so respectful to the other boys, whom they looked upon as just ordinary braves.",0.161,0.524,0.746,0.515,0.860,0.081
"They said How-do? to them, and things like that; and what annoyed the boys was that Peter seemed to think this all right.",0.368,0.105,0.978,0.068,0.982,0.043
"Secretly Wendy sympathised with them a little, but she was far too loyal a housewife to listen to any complaints against father.",0.878,0.701,0.990,0.262,0.813,0.179
"Father knows best, she always said, whatever her private opinion must be.",0.810,0.722,0.794,0.193,0.535,0.169
Her private opinion was that the redskins should not call her a squaw.,0.892,0.558,0.674,0.750,0.919,0.067
"We have now reached the evening that was to be known among them as the Night of Nights, because of its adventures and their upshot.",0.165,0.861,0.359,0.759,0.794,0.325
"The day, as if quietly gathering its forces, had been almost uneventful, and now the redskins in their blankets were at their posts above, while, below, the children were having their evening meal; all except Peter, who had gone out to get the time.",0.106,0.307,0.466,0.846,0.999,0.030
"The way you got the time on the island was to find the crocodile, and then stay near him till the clock struck.",0.313,0.075,0.976,0.440,0.690,0.107
"The meal happened to be a make-believe tea, and they sat around the board, guzzling in their greed; and really, what with their chatter and recriminations, the noise, as Wendy said, was positively deafening.",0.342,0.315,0.318,0.971,0.823,0.063
"To be sure, she did not mind noise, but she simply would not have them grabbing things, and then excusing themselves by saying that Tootles had pushed their elbow.",0.815,0.431,0.826,0.898,0.548,0.182
"There was a fixed rule that they must never hit back at meals, but should refer the matter of dispute to Wendy by raising the right arm politely and saying, I complain of so-and-so; but what usually happened was that they forgot to do this or did it too much.",0.166,0.661,0.957,0.930,0.967,0.028
"Silence, cried Wendy when for the twentieth time she had told them that they were not all to speak at once.",0.393,0.551,0.657,0.260,0.995,0.008
"Is your mug empty, Slightly darling?",0.599,0.331,0.115,0.449,0.640,0.193
"Not quite empty, mummy, Slightly said, after looking into an imaginary mug.",0.842,0.228,0.520,0.125,0.041,0.185
"He hasn't even begun to drink his milk, Nibs interposed.",0.159,0.548,0.567,0.674,0.015,0.718
"This was telling, and Slightly seized his chance.",0.626,0.238,0.004,0.550,0.882,0.616
"I complain of Nibs, he cried promptly.",0.223,0.633,0.343,0.471,0.226,0.190
"John, however, had held up his hand first.",0.808,0.925,0.453,0.104,0.019,0.537
"May I sit in Peter's chair, as he is not here?",0.163,0.898,0.135,0.970,0.018,0.591
"Sit in father's chair, John!",0.426,0.704,0.130,0.707,0.112,0.594
Wendy was scandalised.,0.124,0.361,0.659,0.193,0.948,0.110
"He is not really our father, John answered.",0.207,0.606,0.839,0.887,0.015,0.465
He didn't even know how a father does till I showed him.,0.200,0.933,0.890,0.106,0.137,0.797
This was grumbling.,0.096,0.010,0.801,0.830,0.958,0.242
"We complain of John, cried the twins.",0.200,0.493,0.284,0.399,0.438,0.278
Tootles held up his hand.,0.645,0.898,0.647,0.066,0.007,0.572
"He was so much the humblest of them, indeed he was the only humble one, that Wendy was specially gentle with him.",0.038,0.169,0.939,0.128,0.920,0.034
"I don't suppose, Tootles said diffidently, that I could be father.",0.460,0.622,0.960,0.442,0.196,0.407
"Once Tootles began, which was not very often, he had a silly way of going on.",0.025,0.233,0.823,0.745,0.882,0.195
"As I can't be father, he said heavily, I don't suppose, Michael, you would let me be baby?",0.239,0.385,0.008,0.522,0.912,0.302
"No, I won't, Michael rapped out.",0.125,0.790,0.042,0.406,0.113,0.352
He was already in his basket.,0.162,0.456,0.871,0.326,0.650,0.310
"As I can't be baby, Tootles said, getting heavier and heavier and heavier, do you think I could be a twin?",0.217,0.656,0.573,0.799,0.839,0.047
"No, indeed, replied the twins; it's awfully difficult to be a twin.",0.944,0.354,0.131,0.249,0.127,0.113
"As I can't be anything important, said Tootles, would any of you like to see me do a trick?",0.127,0.552,0.644,0.091,0.649,0.145
"No, they all replied.",0.144,0.497,0.115,0.477,0.722,0.199
Then at last he stopped.,0.446,0.459,0.430,0.363,0.994,0.004
"I hadn't really any hope, he said.",0.403,0.337,0.211,0.278,0.041,0.509
The hateful telling broke out again.,0.818,0.328,0.211,0.880,0.335,0.563
Slightly is coughing on the table.,0.686,0.544,0.170,0.770,0.272,0.438
The twins began with cheese-cakes.,0.756,0.375,0.017,0.710,0.360,0.287
Curly is taking both butter and honey.,0.176,0.934,0.759,0.354,0.547,0.093
Nibs is speaking with his mouth full.,0.285,0.823,0.973,0.760,0.269,0.433
I complain of the twins.,0.592,0.241,0.424,0.656,0.454,0.320
I complain of Curly.,0.789,0.135,0.055,0.766,0.728,0.183
I complain of Nibs.,0.036,0.300,0.488,0.576,0.405,0.335
"Oh dear, oh dear, cried Wendy, I'm sure I sometimes think that spinsters are to be envied.",0.136,0.875,0.774,0.188,0.891,0.125
"She told them to clear away, and sat down to her work-basket, a heavy load of stockings and every knee with a hole in it as usual.",0.215,0.235,0.848,0.770,0.371,0.238
"Wendy, remonstrated Michael, I'm too big for a cradle.",0.439,0.464,0.114,0.630,0.194,0.347
"I must have somebody in a cradle, she said almost tartly, and you are the littlest.",0.221,0.693,0.128,0.529,0.361,0.280
A cradle is such a nice homely thing to have about a house.,0.676,0.388,0.331,0.850,0.280,0.134
While she sewed they played around her; such a group of happy faces and dancing limbs lit up by that romantic fire.,0.395,0.402,0.306,0.045,0.494,0.131
"It had become a very familiar scene, this, in the home under the ground, but we are looking on it for the last time.",0.341,0.991,0.162,0.509,0.361,0.510
"There was a step above, and Wendy, you may be sure, was the first to recognize it.",0.079,0.338,0.733,0.800,0.955,0.165
"Children, I hear your father's step.",0.319,0.213,0.094,0.631,0.646,0.296
He likes you to meet him at the door.,0.465,0.348,0.122,0.449,0.996,0.009
"Above, the redskins crouched before Peter.",0.788,0.062,0.642,0.042,0.883,0.322
"Watch well, braves.",0.479,0.758,0.793,0.104,0.459,0.130
I have spoken.,0.439,0.071,0.058,0.503,0.180,0.280
"And then, as so often before, the gay children dragged him from his tree.",0.114,0.271,0.261,0.602,0.133,0.372
"As so often before, but never again.",0.048,0.215,0.575,0.684,0.055,0.273
He had brought nuts for the boys as well as the correct time for Wendy.,0.416,0.893,0.476,0.091,0.042,0.230
"Peter, you just spoil them, you know, Wendy simpered.",0.816,0.570,0.489,0.042,0.110,0.274
"Ah, old lady, said Peter, hanging up his gun.",0.311,0.326,0.222,0.113,0.367,0.300
"It was me told him mothers are called old lady, Michael whispered to Curly.",0.926,0.334,0.771,0.718,0.970,0.098
"I complain of Michael, said Curly instantly.",0.068,0.061,0.021,0.766,0.550,0.157
The first twin came to Peter.,0.694,0.397,0.379,0.078,0.029,0.367
"Father, we want to dance.",0.365,0.962,0.896,0.787,0.097,0.298
"Dance away, my little man, said Peter, who was in high good humour.",0.794,0.029,0.320,0.929,0.700,0.675
But we want you to dance.,0.338,0.932,0.184,0.875,0.100,0.209
"Peter was really the best dancer among them, but he pretended to be scandalised.",0.219,0.106,0.656,0.445,0.820,0.399
My old bones would rattle!,0.475,0.729,0.241,0.172,0.086,0.587
And mummy too.,0.189,0.108,0.017,0.576,0.117,0.210
"What, cried Wendy, the mother of such an armful, dance!",0.236,0.769,0.369,0.640,0.646,0.123
"But on a Saturday night, Slightly insinuated.",0.884,0.892,0.725,0.917,0.738,0.188
"It was not really Saturday night, at least it may have been, for they had long lost count of the days; but always if they wanted to do anything special they said this was Saturday night, and then they did it.",0.527,0.560,0.724,0.966,0.994,0.016
"Of course it is Saturday night, Peter, Wendy said, relenting.",0.983,0.358,0.195,0.801,0.426,0.195
"People of our figure, Wendy!",0.538,0.711,0.027,0.733,0.014,0.506
But it is only among our own progeny.,0.157,0.707,0.168,0.814,0.465,0.322
"So they were told they could dance, but they must put on their nighties first.",0.240,0.565,0.477,0.894,0.986,0.027
"Ah, old lady, Peter said aside to Wendy, warming himself by the fire and looking down at her as she sat turning a heel, there is nothing more pleasant of an evening for you and me when the day's toil is over than to rest by the fire with the little ones near by.",0.307,0.088,0.564,0.878,0.360,0.400
